DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO_Codes,Victim Age,Victim Sex,Victim_Descent,Premise Code,Premise Description,Address,Cross Street,Lat,Long,Latitude,Longitude
141421467,8/21/14,8/20/14,2045,14,Pacific,1415,997,TRAFFIC COLLISION,Veh vs Bike,24,M,White,101,STREET,LINCOLN                      BL,ROSE                         AV,34.0014,-118.4679,34.0014,-118.4679
141416352,6/21/14,6/21/14,1200,14,Pacific,1433,997,TRAFFIC COLLISION,Veh vs Bike,21,F,Other,101,STREET,LINCOLN,VENICE,33.994,-118.4526,33.994,-118.4526
141425972,10/12/14,10/12/14,20,14,Pacific,1438,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,VENICE                       BL,MIDVALE                      AV,34.0166,-118.4109,34.0166,-118.4109
141420021,8/3/14,8/3/14,1755,14,Pacific,1416,997,TRAFFIC COLLISION,Veh vs Bike,53,M,White,101,STREET,WALGROVE                     AV,ROSE                         AV,34.0076,-118.4542,34.0076,-118.4542
141420472,8/8/14,8/8/14,1535,14,Pacific,1432,997,TRAFFIC COLLISION,Veh vs Bike,22,M,White,101,STREET,VENICE,OAKWOOD,33.9918,-118.457,33.9918,-118.457
141425426,10/6/14,10/5/14,2210,14,Pacific,1432,997,TRAFFIC COLLISION,Veh vs Bike,33,M,White,101,STREET,ABBOT KINNEY                 AV,SANTA CLARA                  AV,33.9912,-118.467,33.9912,-118.467
141419589,7/29/14,7/29/14,1250,14,Pacific,1494,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,IMPERIAL                     HY,SEPULVEDA                    BL,33.9309,-118.3961,33.9309,-118.3961
141428453,11/11/14,11/11/14,1905,14,Pacific,1443,997,TRAFFIC COLLISION,Veh vs Bike,47,M,White,101,STREET,VICTORIA                     AV,ABBOT KINNEY                 BL,33.9879,-118.4596,33.9879,-118.4596
141423709,9/17/14,9/17/14,230,14,Pacific,1443,997,TRAFFIC COLLISION,Veh vs Bike,40,F,Other,101,STREET,LINCOLN                      BL,GARFIELD                     AV,33.9924,-118.4495,33.9924,-118.4495
141422185,8/28/14,8/28/14,1605,14,Pacific,1414,997,TRAFFIC COLLISION,Veh vs Bike,45,M,Hispanic/Latin/Mexican,101,STREET,LINCOLN                      BL,CALIFORNIA,33.9981,-118.4611,33.9981,-118.4611
141428518,11/13/14,11/12/14,2325,14,Pacific,1467,997,TRAFFIC COLLISION,Veh vs Bike,43,M,White,101,STREET,SEPULVEDA                    BL,77TH,33.9717,-118.3949,33.9717,-118.3949
141421915,8/26/14,8/26/14,1110,14,Pacific,1488,997,TRAFFIC COLLISION,Veh vs Bike,57,M,Hispanic/Latin/Mexican,101,STREET,BELLANCA                     AV,MANCHESTER                   AV,33.9599,-118.3805,33.9599,-118.3805
141418285,7/14/14,7/14/14,1800,14,Pacific,1424,997,TRAFFIC COLLISION,Veh vs Bike,,,,101,STREET,PALMS                        BL,CENTINELA                    AV,34.0106,-118.4388,34.0106,-118.4388
141417538,7/5/14,7/5/14,1910,14,Pacific,1413,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,ABBOT KINNEY                 BL,CALIFORNIA                   AV,33.9907,-118.466,33.9907,-118.466
141417313,7/3/14,7/3/14,1135,14,Pacific,1413,997,TRAFFIC COLLISION,Veh vs Bike,23,M,Hispanic/Latin/Mexican,101,STREET,ROSE                         AV,6TH                          AV,33.9992,-118.472,33.9992,-118.472
141430795,12/18/14,12/18/14,1300,14,Pacific,1432,997,TRAFFIC COLLISION,Veh vs Bike,54,M,White,101,STREET,ABBOT KINNEY                 BL,CALIFORNIA                   AV,33.9907,-118.466,33.9907,-118.466
141430240,12/9/14,12/9/14,830,14,Pacific,1409,997,TRAFFIC COLLISION,Veh vs Bike,35,F,Black,101,STREET,CARDIFF                      AV,VENICE                       BL,34.0245,-118.3956,34.0245,-118.3956
141420871,8/14/14,8/13/14,835,14,Pacific,1424,997,TRAFFIC COLLISION,Veh vs Bike,22,M,White,101,STREET,NATIONAL                     BL,E  INGLEWOOD,34.0215,-118.441,34.0215,-118.441
141427302,10/30/14,10/30/14,850,14,Pacific,1407,997,TRAFFIC COLLISION,Veh vs Bike,58,M,White,101,STREET,VENICE                       BL,MOTOR                        AV,34.0204,-118.4039,34.0204,-118.4039
141422244,8/30/14,8/29/14,1525,14,Pacific,1432,997,TRAFFIC COLLISION,Veh vs Bike,50,F,White,101,STREET,NAPLES                       AV,S  VENICE                       BL,33.9934,-118.4538,33.9934,-118.4538
141427095,10/26/14,10/26/14,1600,14,Pacific,1444,997,TRAFFIC COLLISION,Veh vs Bike,23,F,White,101,STREET,WASHINGTON                   BL,YALE                         AV,33.9895,-118.4498,33.9895,-118.4498
161922491,11/28/16,11/28/16,1550,19,Mission,1963,997,TRAFFIC COLLISION,Veh vs Bike,64,M,Hispanic/Latin/Mexican,101,STREET,VAN NUYS                     BL,VESPER                       AV,34.245,-118.4502,34.245,-118.4502
141516031,8/24/14,8/22/14,1650,15,N Hollywood,1543,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,WILKINSON                    AV,WEDDINGTON                   ST,34.1667,-118.4041,34.1667,-118.4041
141512272,6/9/14,6/9/14,1155,15,N Hollywood,1525,997,TRAFFIC COLLISION,Veh vs Bike,57,M,Black,101,STREET,HAMLIN                       ST,LANKERSHIM                   BL,34.1888,-118.3877,34.1888,-118.3877
141513203,6/27/14,6/27/14,1210,15,N Hollywood,1514,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,BEN                          AV,DEHOUGNE                     ST,34.1959,-118.3943,34.1959,-118.3943
141506202,2/11/14,2/11/14,1820,15,N Hollywood,1555,997,TRAFFIC COLLISION,Veh vs Bike,26,F,White,101,STREET,CAMARILLO                    ST,VINELAND                     AV,34.1577,-118.3703,34.1577,-118.3703
141513906,7/13/14,7/12/14,1430,15,N Hollywood,1545,997,TRAFFIC COLLISION,Veh vs Bike,31,M,White,101,STREET,RIVERSIDE                    DR,BEN                          AV,34.1576,-118.3943,34.1576,-118.3943
141516122,8/26/14,8/26/14,850,15,N Hollywood,1512,997,TRAFFIC COLLISION,Veh vs Bike,68,F,Hispanic/Latin/Mexican,102,SIDEWALK,COLDWATER CANYON             BL,VANOWEN                      ST,34.194,-118.4138,34.194,-118.4138
141506325,2/14/14,2/14/14,730,15,N Hollywood,1505,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,SATICOY                      ST,TUJUNGA                      AV,34.2085,-118.3791,34.2085,-118.3791
141507125,3/3/14,3/3/14,1940,15,N Hollywood,1501,997,TRAFFIC COLLISION,Veh vs Bike,,M,Unknown,101,STREET,FULTON                       AV,SATICOY                      ST,34.21,-118.4229,34.21,-118.4229
141515476,8/12/14,8/12/14,1610,15,N Hollywood,1538,997,TRAFFIC COLLISION,Veh vs Bike,38,M,Hispanic/Latin/Mexican,101,STREET,HATTERAS                     ST,KLUMP                        AV,34.1758,-118.3752,34.1758,-118.3752
141515925,8/21/14,8/20/14,1435,15,N Hollywood,1524,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Black,101,STREET,LAUREL CANYON                BL,VICTORY                      BL,34.1867,-118.3965,34.1867,-118.3965
141514810,7/29/14,7/29/14,1405,15,N Hollywood,1539,997,TRAFFIC COLLISION,Veh vs Bike,26,F,White,101,STREET,VINELAND                     AV,HATTERAS                     ST,34.1758,-118.3703,34.1758,-118.3703
141513493,7/3/14,7/2/14,1020,15,N Hollywood,1559,997,TRAFFIC COLLISION,Veh vs Bike,,M,White,101,STREET,CAMARILLO                    ST,FORMAN                       AV,34.158,-118.3527,34.158,-118.3527
141515288,8/8/14,8/8/14,830,15,N Hollywood,1545,997,TRAFFIC COLLISION,Veh vs Bike,54,M,Other Asian,101,STREET,RIVERSIDE                    DR,LAUREL CANYON                BL,34.1576,-118.3965,34.1576,-118.3965
141515486,8/13/14,8/12/14,2310,15,N Hollywood,1555,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Hispanic/Latin/Mexican,101,STREET,VINELAND                     AV,PEACH GROVE                  AV,34.16,-118.3704,34.16,-118.3704
141507301,3/5/14,3/5/14,1655,15,N Hollywood,1557,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Black,101,STREET,LANKERSHIM                   BL,KRAFT                        AV,34.1594,-118.3657,34.1594,-118.3657
141512883,6/21/14,6/21/14,1820,15,N Hollywood,1527,997,TRAFFIC COLLISION,Veh vs Bike,20,F,Japanese,101,STREET,VICTORY                      BL,VINELAND                     AV,34.1867,-118.3703,34.1867,-118.3703
141509186,4/11/14,4/11/14,800,15,N Hollywood,1533,997,TRAFFIC COLLISION,Veh vs Bike,31,M,Other,101,STREET,LAUREL CANYON                BL,OXNARD                       ST,34.1794,-118.3965,34.1794,-118.3965
141511025,5/17/14,5/17/14,830,15,N Hollywood,1549,997,TRAFFIC COLLISION,Veh vs Bike,62,M,White,101,STREET,MAGNOLIA                     BL,BILOXI                       AV,34.1649,-118.3583,34.1649,-118.3583
141512295,6/6/14,6/6/14,1740,15,N Hollywood,1555,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Black,101,STREET,MAGNOLIA,BAKMAN,34.1649,-118.3774,34.1649,-118.3774
141504563,1/10/14,1/10/14,1245,15,N Hollywood,1591,997,TRAFFIC COLLISION,Veh vs Bike,34,F,White,101,STREET,MULHOLLAND                   DR,COLDWATER CANYON             BL,34.1264,-118.4034,34.1264,-118.4034
141513488,7/3/14,7/3/14,1020,15,N Hollywood,1527,997,TRAFFIC COLLISION,Veh vs Bike,46,F,Hispanic/Latin/Mexican,101,STREET,VINELAND                     AV,VICTORY                      BL,34.1867,-118.3703,34.1867,-118.3703
141512424,6/12/14,6/12/14,1445,15,N Hollywood,1557,997,TRAFFIC COLLISION,Veh vs Bike,41,M,White,101,STREET,MAGNOLIA                     BL,SATSUMA                      AV,34.1649,-118.3675,34.1649,-118.3675
141511869,6/2/14,6/1/14,2125,15,N Hollywood,1548,997,TRAFFIC COLLISION,Veh vs Bike,31,M,Other,101,STREET,LANKERSHIM                   BL,CHANDLER                     BL,34.1681,-118.3765,34.1681,-118.3765
141504463,1/9/14,1/8/14,1645,15,N Hollywood,1599,997,TRAFFIC COLLISION,Veh vs Bike,42,M,White,101,STREET,ADINA                        DR,OAKSHIRE                     DR,34.1278,-118.3529,34.1278,-118.3529
141512734,6/18/14,6/18/14,1545,15,N Hollywood,1526,997,TRAFFIC COLLISION,Veh vs Bike,20,M,Hispanic/Latin/Mexican,101,STREET,TUJUNGA                      AV,SYLVAN                       ST,34.1849,-118.379,34.1849,-118.379
141616519,12/9/14,12/9/14,1645,16,Foothill,1687,997,TRAFFIC COLLISION,Veh vs Bike,60,M,Other,101,STREET,STRATHERN                    ST,FAIR                         AV,34.2157,-118.3747,34.2157,-118.3747
141518715,10/12/14,10/12/14,1105,15,N Hollywood,1581,997,TRAFFIC COLLISION,Veh vs Bike,47,M,Other,101,STREET,WHITSETT                     AV,MOORPARK                     ST,34.1504,-118.4052,34.1504,-118.4052
141519110,10/21/14,10/20/14,1835,15,N Hollywood,1504,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Hispanic/Latin/Mexican,101,STREET,LANKERSHIM                   BL,COHASSET                     ST,34.2067,-118.3878,34.2067,-118.3878
141605387,2/10/14,2/10/14,605,16,Foothill,1611,997,TRAFFIC COLLISION,Veh vs Bike,44,M,Other Asian,101,STREET,VAUGHN                       ST,HERRICK                      AV,34.2803,-118.4244,34.2803,-118.4244
141605550,2/14/14,2/14/14,710,16,Foothill,1656,997,TRAFFIC COLLISION,Veh vs Bike,48,M,White,101,STREET,FOOTHILL,MOUNT GLEASON,34.2591,-118.3027,34.2591,-118.3027
141608230,4/30/14,4/30/14,1105,16,Foothill,1622,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,PAXTON                       ST,SAN FERNANDO                 RD,34.272,-118.4284,34.272,-118.4284
141605844,2/23/14,2/23/14,815,16,Foothill,1621,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Hispanic/Latin/Mexican,101,STREET,LAUREL CANYON,PAXTON,34.2648,-118.4385,34.2648,-118.4385
141517954,9/27/14,9/22/14,1800,15,N Hollywood,1525,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,VICTORY,GENTRY,34.1867,-118.3932,34.1867,-118.3932
141604299,1/10/14,1/9/14,1505,16,Foothill,1653,997,TRAFFIC COLLISION,Veh vs Bike,45,F,Hispanic/Latin/Mexican,101,STREET,CARL,AMBOY,34.2585,-118.4289,34.2585,-118.4289
141521474,12/4/14,12/4/14,1500,15,N Hollywood,1513,997,TRAFFIC COLLISION,Veh vs Bike,59,M,White,101,STREET,WHITSETT                     AV,ARCHWOOD                     ST,34.1922,-118.4052,34.1922,-118.4052
141516899,9/10/14,9/9/14,1900,15,N Hollywood,1545,997,TRAFFIC COLLISION,Veh vs Bike,53,M,Hispanic/Latin/Mexican,102,SIDEWALK,12000    MAGNOLIA                     BL,,34.1649,-118.3943,34.1649,-118.3943
141519045,10/19/14,10/19/14,1015,15,N Hollywood,1563,997,TRAFFIC COLLISION,Veh vs Bike,58,M,White,101,STREET,KRAFT                        AV,WOODBRIDGE                   ST,34.1486,-118.3801,34.1486,-118.3801
141604436,1/14/14,1/13/14,645,16,Foothill,1602,997,TRAFFIC COLLISION,Veh vs Bike,44,M,Hispanic/Latin/Mexican,101,STREET,GLENOAKS                     BL,MONTFORD                     ST,34.2782,-118.4164,34.2782,-118.4164
141518779,10/14/14,10/13/14,1925,15,N Hollywood,1538,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Black,101,STREET,TUJUNGA                      AV,BURBANK                      BL,34.1722,-118.379,34.1722,-118.379
141518875,10/15/14,10/15/14,755,15,N Hollywood,1532,997,TRAFFIC COLLISION,Veh vs Bike,43,F,Other,108,PARKING LOT,WHITSETT                     AV,CALIFA                       ST,34.1776,-118.4052,34.1776,-118.4052
141522464,12/23/14,12/23/14,1940,15,N Hollywood,1503,997,TRAFFIC COLLISION,Veh vs Bike,60,M,Hispanic/Latin/Mexican,101,STREET,SHERMAN                      WY,LAUREL CANYON                BL,34.2006,-118.3965,34.2006,-118.3965
141604561,1/18/14,1/18/14,945,16,Foothill,1677,997,TRAFFIC COLLISION,Veh vs Bike,80,M,Other,101,STREET,GLENOAKS                     BL,CABRINI                      DR,34.2093,-118.3443,34.2093,-118.3443
141519346,10/24/14,10/24/14,750,15,N Hollywood,1532,997,TRAFFIC COLLISION,Veh vs Bike,42,F,White,101,STREET,BURBANK                      BL,LAUREL CANYON                BL,34.1722,-118.3965,34.1722,-118.3965
141604868,1/25/14,1/25/14,2045,16,Foothill,1612,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,HERRICK                      AV,PINNEY                       ST,34.2721,-118.4158,34.2721,-118.4158
141519976,11/4/14,11/4/14,1200,15,N Hollywood,1504,997,TRAFFIC COLLISION,Veh vs Bike,58,M,Hispanic/Latin/Mexican,101,STREET,LANKERSHIM,SHERMAN,34.2012,-118.3878,34.2012,-118.3878
141519492,10/27/14,10/27/14,1530,15,N Hollywood,1526,997,TRAFFIC COLLISION,Veh vs Bike,36,M,White,101,STREET,LANKERSHIM,ERWIN,34.1831,-118.3856,34.1831,-118.3856
141516898,9/10/14,9/9/14,2150,15,N Hollywood,1517,997,TRAFFIC COLLISION,Veh vs Bike,26,F,Hispanic/Latin/Mexican,101,STREET,BAKMAN                       AV,VANOWEN                      ST,34.194,-118.3779,34.194,-118.3779
141516944,9/10/14,9/10/14,2035,15,N Hollywood,1525,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Other,101,STREET,KITTRIDGE                    ST,LANKERSHIM                   BL,34.1903,-118.3877,34.1903,-118.3877
141605569,2/14/14,2/14/14,1645,16,Foothill,1651,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,102,SIDEWALK,LAUREL CANYON                BL,MONTAGUE                     ST,34.2439,-118.4164,34.2439,-118.4164
141517076,9/12/14,9/12/14,100,15,N Hollywood,1523,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,WHITSETT                     AV,VICTORY                      BL,34.1867,-118.4052,34.1867,-118.4052
141518697,10/11/14,10/11/14,1225,15,N Hollywood,1512,997,TRAFFIC COLLISION,Veh vs Bike,38,M,Hispanic/Latin/Mexican,108,PARKING LOT,COLDWATER CA,VANOWEN,34.1973,-118.4116,34.1973,-118.4116
141516771,9/8/14,9/7/14,1130,15,N Hollywood,1527,997,TRAFFIC COLLISION,Veh vs Bike,,F,Hispanic/Latin/Mexican,101,STREET,VINELAND                     AV,ERWIN                        ST,34.1831,-118.3703,34.1831,-118.3703
141518066,9/29/14,9/29/14,1400,15,N Hollywood,1569,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Black,103,ALLEY,RIVERSIDE                    DR,FORMAN                       AV,34.1522,-118.3527,34.1522,-118.3527
141708621,4/16/14,4/16/14,1240,17,Devonshire,1758,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,DEVONSHIRE                   ST,WOODLEY                      AV,34.2574,-118.4849,34.2574,-118.4849
141706195,2/19/14,2/19/14,1620,17,Devonshire,1781,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Hispanic/Latin/Mexican,101,STREET,WINNETKA                     AV,NORDHOFF                     ST,34.2319,-118.5711,34.2319,-118.5711
141616074,11/24/14,11/24/14,1725,16,Foothill,1657,997,TRAFFIC COLLISION,Veh vs Bike,24,F,Hispanic/Latin/Mexican,101,STREET,APPERSON                     ST,FOOTHILL                     BL,34.256,-118.2979,34.256,-118.2979
141613678,9/16/14,9/16/14,1610,16,Foothill,1675,997,TRAFFIC COLLISION,Veh vs Bike,53,F,White,101,STREET,TUXFORD                      ST,LA TUNA CANYON               RD,34.2348,-118.3706,34.2348,-118.3706
141707748,3/27/14,3/26/14,1915,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,29,F,Other,101,STREET,YOLANDA                      AV,ROSCOE                       BL,34.2207,-118.5405,34.2207,-118.5405
141611026,7/11/14,7/10/14,1905,16,Foothill,1667,997,TRAFFIC COLLISION,Veh vs Bike,56,M,White,101,STREET,SUNLAND                      BL,SUNLAND                      WY,34.256,-118.343,34.256,-118.343
141610511,6/28/14,6/27/14,2135,16,Foothill,1685,997,TRAFFIC COLLISION,Veh vs Bike,54,M,Other,101,STREET,LANKERSHIM                   BL,CAYUGA                       AV,34.2261,-118.3878,34.2261,-118.3878
141617013,12/24/14,12/24/14,1030,16,Foothill,1623,997,TRAFFIC COLLISION,Veh vs Bike,61,M,Hispanic/Latin/Mexican,101,STREET,VAN NUYS                     BL,RALSTON                      AV,34.2674,-118.4203,34.2674,-118.4203
141613677,9/16/14,9/16/14,730,16,Foothill,1643,997,TRAFFIC COLLISION,Veh vs Bike,61,M,Hispanic/Latin/Mexican,101,STREET,TERRA BELLA                  ST,SAN FERNANDO                 RD,34.2595,-118.4167,34.2595,-118.4167
141706337,2/22/14,2/22/14,1815,17,Devonshire,1747,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,CHATSWORTH                   ST,GENESTA                      AV,34.2648,-118.5045,34.2648,-118.5045
141609861,6/12/14,6/12/14,1440,16,Foothill,1641,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,102,SIDEWALK,VAN NUYS,OMELVENY,34.2606,-118.4296,34.2606,-118.4296
141615225,10/31/14,10/31/14,1500,16,Foothill,1681,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,ARLETA                       AV,ROSCOE                       BL,34.2217,-118.4072,34.2217,-118.4072
141609914,6/15/14,6/15/14,1015,16,Foothill,1617,997,TRAFFIC COLLISION,Veh vs Bike,31,M,Hispanic/Latin/Mexican,101,STREET,ORO VISTA                    AV,GROVE                        ST,34.2706,-118.3158,34.2706,-118.3158
141610227,6/21/14,6/20/14,1740,16,Foothill,1675,997,TRAFFIC COLLISION,Veh vs Bike,20,M,Hispanic/Latin/Mexican,101,STREET,SUNLAND                      BL,GOLDEN STATE                 FY,34.2223,-118.3663,34.2223,-118.3663
141612678,8/21/14,8/21/14,1300,16,Foothill,1651,997,TRAFFIC COLLISION,Veh vs Bike,53,M,White,101,STREET,LAUREL CANYON                BL,MONTAGUE                     ST,34.2439,-118.4164,34.2439,-118.4164
141707963,4/1/14,3/31/14,830,17,Devonshire,1791,997,TRAFFIC COLLISION,Veh vs Bike,33,M,Hispanic/Latin/Mexican,101,STREET,SUNNY BRAE                   AV,PARTHENIA                    ST,34.2244,-118.5804,34.2244,-118.5804
141615229,10/31/14,10/31/14,1228,16,Foothill,1687,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,VINELAND                     AV,STRATHERN                    ST,34.2157,-118.3703,34.2157,-118.3703
141704412,1/10/14,1/10/14,1255,17,Devonshire,1722,997,TRAFFIC COLLISION,Veh vs Bike,74,M,White,101,STREET,HIAWATHA                     ST,JORDAN                       AV,34.2591,-118.6039,34.2591,-118.6039
141615753,11/14/14,11/14/14,1715,16,Foothill,1667,997,TRAFFIC COLLISION,Veh vs Bike,52,F,White,101,STREET,SUNLAND                      BL,SUNLAND                      PL,34.2471,-118.3575,34.2471,-118.3575
141707665,3/25/14,3/24/14,1840,17,Devonshire,1775,997,TRAFFIC COLLISION,Veh vs Bike,20,F,White,101,STREET,PLUMMER                      ST,BALBOA                       BL,34.243,-118.5025,34.243,-118.5025
141705290,1/31/14,1/31/14,1235,17,Devonshire,1792,997,TRAFFIC COLLISION,Veh vs Bike,58,M,Other Asian,101,STREET,CHASE                        ST,TAMPA                        AV,34.2246,-118.5536,34.2246,-118.5536
141617070,12/27/14,12/27/14,1240,16,Foothill,1611,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,CORNELIUS,BRADLEY,34.2773,-118.4271,34.2773,-118.4271
141615207,10/30/14,10/30/14,1700,16,Foothill,1637,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,FOOTHILL                     BL,MCVINE                       AV,34.2597,-118.3114,34.2597,-118.3114
141706042,2/16/14,2/15/14,2115,17,Devonshire,1752,997,TRAFFIC COLLISION,Veh vs Bike,29,M,White,101,STREET,CANOGA                       AV,LASSEN                       ST,34.25,-118.5973,34.25,-118.5973
141611033,7/11/14,7/11/14,855,16,Foothill,1663,997,TRAFFIC COLLISION,Veh vs Bike,47,M,Hispanic/Latin/Mexican,101,STREET,SAN FERNANDO                 RD,ALLEGHENY                    ST,34.2378,-118.3922,34.2378,-118.3922
141707749,3/27/14,3/26/14,1545,17,Devonshire,1798,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,AQUEDUCT                     AV,NORDHOFF                     ST,34.2356,-118.4741,34.2356,-118.4741
141706079,2/14/14,2/14/14,1645,17,Devonshire,1747,997,TRAFFIC COLLISION,Veh vs Bike,63,M,Hispanic/Latin/Mexican,101,STREET,CHATSWORTH                   ST,BALBOA                       BL,34.2648,-118.5023,34.2648,-118.5023
141610859,7/7/14,7/6/14,2010,16,Foothill,1682,997,TRAFFIC COLLISION,Veh vs Bike,42,M,Hispanic/Latin/Mexican,101,STREET,REDBANK                      ST,AMBOY                        AV,34.2257,-118.3942,34.2257,-118.3942
141705129,1/28/14,1/28/14,1000,17,Devonshire,1729,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Hispanic/Latin/Mexican,101,STREET,LOUISE                       AV,RINALDI                      ST,34.2793,-118.5109,34.2793,-118.5109
141717017,10/29/14,10/29/14,1455,17,Devonshire,1747,997,TRAFFIC COLLISION,Veh vs Bike,,M,White,101,STREET,SUPERIOR                     ST,RESEDA                       BL,34.2464,-118.5361,34.2464,-118.5361
141714358,8/28/14,8/28/14,1755,17,Devonshire,1787,997,TRAFFIC COLLISION,Veh vs Bike,37,F,White,101,STREET,NORDHOFF                     ST,ZELZAH                       AV,34.2357,-118.5231,34.2357,-118.5231
141708808,4/21/14,4/21/14,1235,17,Devonshire,1774,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Chinese,101,STREET,ZELZAH                       AV,SUPERIOR                     ST,34.2468,-118.5233,34.2468,-118.5233
141712897,7/25/14,7/25/14,1720,17,Devonshire,1752,997,TRAFFIC COLLISION,Veh vs Bike,44,M,Black,101,STREET,DE SOTO                      AV,DEVONSHIRE                   ST,34.2572,-118.5885,34.2572,-118.5885
141713101,7/30/14,7/30/14,1510,17,Devonshire,1752,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Other,101,STREET,VARIEL                       AV,LASSEN                       ST,34.25,-118.5929,34.25,-118.5929
141717817,11/14/14,11/14/14,1550,17,Devonshire,1752,997,TRAFFIC COLLISION,Veh vs Bike,63,M,White,101,STREET,DEVONSHIRE                   ST,ETON                         AV,34.2573,-118.5951,34.2573,-118.5951
141713911,8/19/14,8/19/14,1250,17,Devonshire,1799,997,TRAFFIC COLLISION,Veh vs Bike,22,F,White,101,STREET,ROSCOE,HASKELL,34.2214,-118.4749,34.2214,-118.4749
141710985,6/10/14,6/10/14,710,17,Devonshire,1749,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,HASKELL                      AV,DEVONSHIRE                   ST,34.2574,-118.4761,34.2574,-118.4761
141715348,9/20/14,9/20/14,2105,17,Devonshire,1767,997,TRAFFIC COLLISION,Veh vs Bike,,,,101,STREET,RESEDA                       BL,VINCENNES                    ST,34.241,-118.5361,34.241,-118.5361
141712500,7/16/14,7/16/14,700,17,Devonshire,1785,997,TRAFFIC COLLISION,Veh vs Bike,49,M,Other,101,STREET,NORDHOFF,RESEDA,34.2355,-118.5361,34.2355,-118.5361
141718043,11/19/14,11/19/14,1545,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,PARTHENIA                    ST,YOLANDA                      AV,34.2283,-118.5405,34.2283,-118.5405
141714893,9/10/14,9/10/14,1703,17,Devonshire,1792,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,TAMPA                        AV,BUSINESS CENTER              DR,34.231,-118.5536,34.231,-118.5536
141714198,8/26/14,8/26/14,745,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,52,M,Hispanic/Latin/Mexican,101,STREET,PARTHENIA                    ST,WILBUR                       AV,34.2282,-118.5448,34.2282,-118.5448
141714397,8/30/14,8/30/14,730,17,Devonshire,1764,997,TRAFFIC COLLISION,Veh vs Bike,42,M,Black,101,STREET,DEVONSHIRE                   ST,TAMPA                        AV,34.2573,-118.5536,34.2573,-118.5536
141717612,11/10/14,10/25/14,845,17,Devonshire,1798,997,TRAFFIC COLLISION,Veh vs Bike,63,M,White,101,STREET,WOODLEY                      AV,NORDHOFF                     ST,34.2356,-118.4851,34.2356,-118.4851
141717832,11/15/14,11/14/14,1830,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,42,F,Hispanic/Latin/Mexican,101,STREET,NAPA                         ST,AMIGO                        AV,34.2264,-118.5383,34.2264,-118.5383
141715363,9/21/14,9/21/14,330,17,Devonshire,1776,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,BALBOA                       BL,LASSEN                       ST,34.2503,-118.5024,34.2503,-118.5024
